model,weight,auc,prob_threshold,TP,FP,FN,TN,n_positive,n_negative,recall,fn_rate,specificity,fp_rate,precision,tn_fp_ratio,large_threshold,n_train_large,n_test_large,mapping,event,instrument,n_train,n_test,train_start,train_end,test_start,test_end
RF,5,0.578921455050973,0.7500000000000001,1,0,103,166,104,166,0.009615384615384616,0.9903846153846154,1.0,0.0,1.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.8,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.8500000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,5,0.578921455050973,0.9000000000000001,0,0,104,166,104,166,0.0,1.0,1.0,0.0,0.0,inf,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.05,102,163,2,3,104,166,0.9807692307692307,0.019230769230769232,0.018072289156626505,0.9819277108433735,0.3849056603773585,0.018404907975460124,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.1,98,154,6,12,104,166,0.9423076923076923,0.057692307692307696,0.07228915662650602,0.927710843373494,0.3888888888888889,0.07792207792207792,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.15000000000000002,81,121,23,45,104,166,0.7788461538461539,0.22115384615384615,0.2710843373493976,0.7289156626506024,0.400990099009901,0.371900826446281,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.2,62,83,42,83,104,166,0.5961538461538461,0.40384615384615385,0.5,0.5,0.42758620689655175,1.0,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.25,54,63,50,103,104,166,0.5192307692307693,0.4807692307692308,0.6204819277108434,0.3795180722891566,0.46153846153846156,1.6349206349206349,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.3,44,54,60,112,104,166,0.4230769230769231,0.5769230769230769,0.6746987951807228,0.3253012048192771,0.4489795918367347,2.074074074074074,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.35000000000000003,37,45,67,121,104,166,0.3557692307692308,0.6442307692307693,0.7289156626506024,0.2710843373493976,0.45121951219512196,2.688888888888889,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
RF,8,0.5716809545875811,0.4,35,43,69,123,104,166,0.33653846153846156,0.6634615384615384,0.7409638554216867,0.25903614457831325,0.44871794871794873,2.86046511627907,0.05,406,104,CPI->YIELD_10Y,CPI,YIELD_10Y,633,270,1972-07-21,2003-01-16,2003-02-21,2025-10-24
